ri̱rri̱i̱r	2
lɛɛ	2
thɔ̱a̱a̱l	2
duäär	2
atɛmɛ	2
tɔani̱	2
moocɛ	2
ŋɛ̈p	2
gua̱ndɔni̱	2
/cuu	2
ɣa̱a̱y	2
thieckɛ	2
luäkɔ	2
jiekni̱	2
dhɔɔru	2
tööl	2
ŋithä	2
liakɛ	2
mi̱n	2
thokdun	2
no̱ŋ	2
ga̱a̱ri̱	2
jɔcni̱	2
ga̱a̱r	2
dupɛ	2
/cän	2
lääri̱	2
cuɔp	2
lɛɛr	2
gɔ̱rädɛ	2
ɛji̱ni̱	2
wargak	2
kacnhial	2
thookdan	2
path	2
luɔ̱c	2
muɔ̱n	2
nhɔaknɛ	2
piɛthkɛ	2
piethdiɛn	2
lääp	2
dët	2
manpɛlɛ̈ɛ̈kni̱	2
yiëër	2
kɛ̈c	2
waŋmac	2
thɔ̱w	2
kuec	2
butuany	2
taŋ	2
cupɛ	2
